crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Soybean,45.4,22.96,31.56,41.51,0
Rice,50.55,36.44,102.87,85.99,0
Wheat,58.88,39.63,291.88,34.17,1
Soybean,26.18,33.24,235.78,84.08,0
Rice,25.0,32.44,163.71,58.94,1
Wheat,57.3,37.89,175.46,47.38,1
Maize,28.92,32.88,66.71,60.84,0
Rice,57.57,15.02,114.12,43.21,1
Rice,59.25,38.04,162.51,49.36,0
Wheat,32.63,24.39,29.88,39.31,1
Cotton,27.12,35.27,240.09,67.18,1
Wheat,21.4,30.9,27.89,31.48,1
Maize,39.99,20.89,291.57,62.78,0
Soybean,45.4,35.64,37.86,50.35,0
Rice,33.1,24.91,160.41,86.72,1
Rice,59.25,38.04,162.51,49.36,0
Rice,44.27,20.41,218.46,83.58,0
Cotton,40.34,29.79,100.35,51.46,0
Cotton,37.6,22.21,185.32,60.1,1
Wheat,58.35,28.28,41.34,42.58,1
Wheat,41.68,37.23,247.0,63.9,0
Rice,27.27,36.43,199.78,69.97,1
Maize,30.4,31.44,189.48,32.95,0
Cotton,32.21,31.45,140.74,48.95,0
Soybean,12.21,31.37,44.45,41.4,1
Wheat,34.42,27.76,272.71,53.88,1
Maize,48.29,25.39,60.25,65.44,0
Cotton,41.51,22.46,5.39,52.51,0
Maize,36.76,19.97,276.21,57.4,0
Rice,11.33,15.75,78.27,43.1,0
Maize,55.54,16.84,56.99,83.09,1
Soybean,38.45,27.58,47.47,86.46,0
Rice,32.24,26.21,16.99,48.79,0
Rice,49.84,20.23,198.76,88.26,0
Cotton,40.26,29.29,14.5,85.43,0
Wheat,56.8,15.21,150.76,54.47,1
Rice,42.82,24.0,266.68,89.33,1
Rice,17.66,25.56,276.6,62.33,1
Soybean,49.52,26.0,227.62,72.91,0
Soybean,59.68,15.88,143.26,54.95,1
Wheat,30.23,39.59,291.51,60.74,1
Cotton,42.06,39.76,171.15,35.96,0
Cotton,10.89,17.02,209.7,83.46,0
Wheat,32.63,24.39,29.88,39.31,1
Rice,43.76,28.97,27.84,49.13,1
Rice,39.18,29.9,53.22,81.04,1
Rice,50.55,36.44,102.87,85.99,0
Maize,26.81,35.36,136.09,69.61,0
Wheat,24.1,15.95,102.45,82.93,0
Maize,19.59,18.93,75.92,55.09,1
Wheat,21.75,29.8,53.37,77.92,1
Rice,34.11,18.86,52.28,70.19,0
Wheat,39.21,32.65,230.1,86.1,1
Maize,35.13,24.29,152.86,81.43,0
Cotton,16.27,30.94,129.65,57.41,0
Rice,12.95,28.89,75.56,61.91,1
Soybean,50.7,23.93,139.19,37.05,0
Cotton,58.96,30.59,188.53,69.47,0
Soybean,51.84,36.19,79.75,59.29,0
Maize,26.9,29.44,171.08,39.09,0
Rice,28.67,20.47,84.43,74.37,1
Soybean,13.01,18.52,190.92,83.11,1
Rice,21.0,22.53,36.15,53.34,1
Wheat,11.02,16.74,282.22,63.22,1
Wheat,37.99,22.87,296.67,43.69,0
Cotton,21.15,28.45,214.65,44.53,0
Soybean,32.29,19.76,271.44,60.87,1
Wheat,31.75,17.87,286.93,65.0,0
Maize,14.1,34.55,283.01,32.34,1
Maize,55.39,35.68,266.99,31.98,0
Soybean,49.95,21.63,288.95,86.26,0
Wheat,55.77,33.86,286.38,45.99,1
Maize,40.23,17.97,190.36,37.14,0
Wheat,47.24,15.77,272.91,57.7,0
Soybean,30.11,16.88,104.87,32.07,0
Soybean,47.69,39.7,210.43,53.18,1
Cotton,28.63,18.57,221.86,57.35,1
Soybean,11.35,28.22,99.44,61.79,0
Maize,35.9,35.03,284.21,67.82,0
Maize,32.28,20.3,221.79,45.11,0
Wheat,25.54,25.89,120.97,67.84,1
Cotton,27.25,18.92,254.23,47.1,0
Wheat,22.54,35.66,243.03,70.15,1
Rice,14.31,37.81,191.92,68.81,0
Maize,55.98,20.06,176.49,48.41,0
Rice,47.46,15.32,41.94,37.66,1
Soybean,25.92,23.1,66.82,53.06,1
Cotton,25.13,28.25,291.61,66.51,1
Rice,55.56,30.1,231.13,75.67,1
Maize,59.88,22.15,179.29,39.97,0
Soybean,14.51,37.26,192.52,55.87,0
Cotton,44.26,38.61,25.21,70.66,0
Maize,25.48,30.3,245.72,88.25,1
Soybean,39.96,21.89,74.08,78.11,0
Cotton,18.52,37.6,19.55,50.11,1
Rice,21.27,20.38,259.44,66.08,0
Soybean,24.97,19.02,202.61,30.43,0
Cotton,59.2,33.11,282.67,50.28,1
Maize,58.08,32.02,207.47,43.83,1
Rice,18.12,27.39,287.63,82.85,1
Cotton,31.61,39.02,19.25,35.42,1
Rice,12.66,34.52,119.42,45.94,1
Rice,21.91,25.76,194.59,85.15,1
Cotton,18.43,17.42,261.08,60.2,0
Maize,35.48,35.72,57.93,50.13,1
Cotton,16.55,39.84,153.11,82.32,1
Rice,37.9,21.8,250.19,52.04,1
Soybean,26.67,34.92,159.89,36.45,1
Wheat,31.04,37.98,61.05,75.87,1
Cotton,22.28,24.91,294.88,60.97,1
Rice,37.55,29.93,14.3,42.62,1
Rice,26.83,28.75,207.84,71.58,1
Rice,25.5,36.74,264.55,85.0,0
Rice,19.09,36.38,19.13,85.14,1
Maize,34.08,36.99,298.89,44.33,1
Rice,30.4,21.09,166.11,54.99,0
Rice,52.27,29.79,108.23,35.75,1
Wheat,27.48,25.29,63.46,57.63,0
Wheat,28.07,35.36,65.63,65.88,0
Cotton,35.08,23.53,136.22,58.29,0
Soybean,41.98,15.57,15.59,48.02,0
Rice,12.69,34.35,183.21,33.88,1
Wheat,48.18,30.2,240.3,61.98,0
Maize,59.06,35.1,107.24,83.64,1
Cotton,52.15,27.03,179.37,61.64,0
Rice,41.37,29.88,272.97,78.51,0
Wheat,57.83,35.59,182.73,48.36,0
Wheat,38.21,34.83,133.43,87.72,1
Rice,21.73,33.8,132.8,34.79,0
Rice,52.26,39.33,280.24,72.99,1
Maize,39.61,18.54,190.48,76.96,0
Rice,23.86,34.54,107.02,34.42,0
Cotton,17.55,19.21,297.73,55.64,1
Wheat,41.78,19.15,299.94,49.57,1
Cotton,49.46,21.1,39.33,44.12,0
Maize,36.22,36.09,275.99,82.38,1
Maize,57.13,24.37,82.76,80.08,0
Rice,47.86,33.95,184.85,71.87,0
Rice,44.08,27.29,245.93,76.03,1
Wheat,13.28,15.51,79.49,65.2,1
Maize,10.48,16.69,174.07,57.34,0
Soybean,31.93,27.64,3.39,69.7,0
Rice,25.65,32.42,212.38,47.51,1
Cotton,24.37,20.55,221.5,64.58,1
Wheat,33.05,37.32,295.35,78.01,0
Wheat,25.7,24.81,71.19,78.18,1
Maize,31.83,27.91,156.65,45.01,1
Wheat,53.55,32.7,94.52,62.58,0
Soybean,54.46,22.27,120.33,33.87,1
Wheat,48.37,33.93,272.09,81.65,0
Rice,17.32,20.76,252.83,78.75,0
Rice,32.7,17.15,143.34,38.58,1
Soybean,26.89,33.0,40.34,31.81,1
Maize,57.8,36.33,274.06,42.38,1
Rice,23.5,23.22,154.24,60.79,0
Maize,30.93,35.97,215.04,64.31,1
Rice,41.08,16.48,264.5,57.76,0
Soybean,20.63,38.61,163.03,80.5,1
Wheat,14.79,23.9,62.22,76.1,1
Soybean,22.88,20.7,187.88,70.54,1
Maize,23.68,35.38,111.44,76.28,0
Cotton,25.13,28.25,291.61,66.51,1
Wheat,10.61,26.13,94.87,41.35,0
Wheat,25.09,18.96,48.0,47.01,0
Wheat,54.88,36.56,84.03,38.83,0
Wheat,55.46,18.02,245.15,68.75,0
Cotton,18.59,24.62,244.93,50.1,1
Maize,58.62,19.16,156.54,61.22,0
Cotton,41.19,16.84,213.44,66.14,1
Cotton,19.15,26.54,162.4,75.84,1
Cotton,28.63,18.57,221.86,57.35,1
Soybean,17.68,18.09,181.41,63.22,0
Maize,16.22,25.97,33.07,71.14,1
Maize,34.08,36.99,298.89,44.33,1
Wheat,46.23,23.87,138.71,49.06,0
Wheat,27.52,33.15,37.38,35.66,0
Soybean,53.02,17.26,254.15,72.73,1
Wheat,10.42,38.39,132.69,48.52,0
Wheat,10.42,38.39,132.69,48.52,0
Soybean,18.89,27.59,109.15,71.8,0
Cotton,12.15,38.45,263.27,63.66,1
Soybean,47.83,25.12,210.96,68.52,1
Soybean,54.23,36.57,132.84,64.3,0
Soybean,31.81,29.87,34.91,72.17,0
Cotton,14.79,35.46,70.36,35.06,0
Cotton,21.14,19.17,133.08,68.06,1
Cotton,11.52,32.54,56.91,77.99,0
Maize,11.81,17.31,167.24,84.25,1
Rice,17.86,28.55,262.92,56.83,0
Cotton,30.37,31.01,23.28,57.08,1
Soybean,28.61,28.23,53.23,54.24,0
Rice,54.3,34.76,196.02,84.65,1
Cotton,12.45,35.21,246.16,79.34,0
Wheat,47.81,36.46,271.31,82.95,0
Maize,56.69,17.38,102.84,87.29,0
Soybean,33.46,25.0,135.67,88.11,1
Wheat,17.95,24.51,240.74,41.31,0
Rice,24.83,27.96,21.9,81.41,0
Maize,12.93,30.61,202.03,35.18,1
Cotton,49.16,22.04,213.53,76.1,0
Cotton,26.46,16.54,151.79,70.74,0
Soybean,10.53,35.08,82.25,71.91,0
Cotton,52.31,38.93,250.41,40.09,0
Soybean,39.31,20.6,261.24,74.45,0
Maize,11.29,20.12,117.13,84.7,1
Soybean,50.26,27.08,24.18,79.13,0
Cotton,42.67,22.41,167.58,48.18,1
Soybean,43.81,28.54,205.76,38.0,1
Cotton,35.08,23.53,136.22,58.29,0
Wheat,41.43,28.9,123.12,46.89,1
Soybean,36.75,29.13,227.88,84.25,1
Cotton,12.15,38.45,263.27,63.66,1
Rice,33.02,37.58,137.08,67.48,0
Maize,18.55,24.38,175.1,69.41,0
Wheat,47.92,19.09,190.96,32.4,0
Cotton,32.23,38.3,296.51,71.78,0
Cotton,17.55,19.21,297.73,55.64,1
Cotton,24.38,35.86,237.57,48.41,1
Rice,11.79,26.62,163.28,84.74,1
Rice,39.52,30.59,16.58,36.48,0
Soybean,40.47,30.29,201.05,41.71,1
Cotton,53.66,31.82,104.36,51.42,0
Wheat,55.21,31.95,7.49,75.36,0
Rice,41.37,29.88,272.97,78.51,0
Soybean,31.55,31.44,120.67,68.67,0
Rice,58.05,34.18,129.69,31.14,1
Wheat,30.76,24.27,139.39,44.68,1
Maize,46.94,28.89,190.7,65.93,1
Rice,26.57,27.33,28.34,34.9,0
Rice,28.43,24.4,278.33,54.33,1
Cotton,43.5,29.39,179.21,69.54,1
Wheat,47.27,25.94,145.32,88.53,1
Rice,32.0,27.7,251.54,48.75,1
Rice,19.65,20.17,265.47,39.83,0
Wheat,31.88,23.77,67.07,67.61,1
Rice,49.16,35.86,235.73,39.73,0
Wheat,47.47,23.84,158.67,45.43,1
Soybean,38.45,27.58,47.47,86.46,0
Cotton,24.66,29.79,48.59,32.62,1
Rice,59.02,15.39,287.64,73.96,1
Wheat,35.1,31.89,24.27,73.45,0
Wheat,13.99,15.64,57.59,49.15,1
Rice,19.09,36.38,19.13,85.14,1
Wheat,53.53,15.4,191.53,48.13,1
Rice,22.05,38.21,155.88,74.17,1
Maize,29.82,19.37,187.66,68.08,0
Maize,58.62,20.48,176.97,66.03,1
Wheat,43.56,22.97,243.43,63.18,1
Soybean,20.12,39.17,189.16,38.33,0
Rice,10.54,38.48,143.07,81.9,1
Maize,11.29,20.12,117.13,84.7,1
Soybean,41.4,20.18,285.87,41.39,0
Cotton,50.91,27.39,296.28,53.98,0
Wheat,44.9,24.3,273.04,64.02,0
Cotton,48.16,34.26,17.37,52.35,1
Cotton,53.0,35.56,274.37,79.85,0
Wheat,51.68,32.01,224.57,46.88,1
Rice,57.74,34.68,275.59,71.21,0
Soybean,28.97,15.73,4.93,50.42,0
Rice,33.47,34.62,230.13,47.04,1
Rice,44.19,29.95,195.94,59.74,0
Wheat,27.48,25.29,63.46,57.63,0
Maize,42.64,27.73,172.54,79.24,0
Cotton,13.92,15.73,199.4,63.08,0
Soybean,44.6,32.72,255.02,59.0,1
Rice,25.68,37.66,106.78,70.38,1
Maize,14.1,34.55,283.01,32.34,1
Soybean,59.72,39.73,16.72,61.11,1
Soybean,52.48,32.45,156.7,61.79,0
Rice,34.89,34.51,78.49,56.52,0
Soybean,30.85,29.96,212.53,46.26,0
Wheat,56.8,15.21,150.76,54.47,1
Cotton,44.58,29.02,118.29,88.4,1
Wheat,20.45,22.81,67.05,60.49,1
Maize,54.52,24.24,112.09,34.66,0
Maize,25.65,37.13,50.62,69.75,1
Rice,46.04,30.57,262.55,35.41,1
Rice,13.48,34.05,172.97,55.41,1
Rice,14.51,19.43,133.98,89.54,1
Wheat,56.85,36.95,33.72,41.08,1
Maize,52.65,33.35,125.18,86.56,0
Rice,41.21,19.5,69.28,78.29,1
Wheat,48.46,18.2,254.88,87.91,1
Cotton,22.13,33.59,20.73,68.53,0
Rice,42.2,23.07,9.74,77.7,1
Cotton,43.46,38.28,28.27,62.13,1
Maize,15.65,20.21,284.1,35.4,0
Maize,32.82,38.03,119.91,83.09,1
Cotton,30.09,15.14,42.84,82.55,1
Cotton,19.87,28.62,244.8,53.77,0
Cotton,28.2,23.12,51.79,40.93,1
Soybean,15.19,36.48,297.02,83.11,0
Maize,54.52,24.24,112.09,34.66,0
Soybean,38.45,27.58,47.47,86.46,0
Rice,43.27,28.65,253.97,71.18,0
Maize,50.86,26.05,55.43,35.78,0
Wheat,29.06,33.81,85.51,38.68,0
Maize,23.93,25.0,113.16,63.78,1
Wheat,23.82,28.76,94.78,55.1,1
Wheat,20.92,25.41,203.04,64.95,1
Soybean,29.25,23.35,193.79,35.21,1
Soybean,10.45,17.46,201.77,52.73,0
Wheat,49.49,38.55,77.39,87.87,0
Cotton,56.9,33.32,250.81,42.15,0
Rice,32.7,17.15,143.34,38.58,1
Rice,33.17,32.16,40.43,86.09,0
Cotton,51.07,28.0,78.57,34.02,0
Soybean,14.81,24.32,23.29,44.71,0
Soybean,30.71,34.36,221.1,40.44,0
Wheat,36.58,16.09,183.78,48.37,0
Cotton,25.68,24.76,256.97,67.85,0
Soybean,50.33,36.53,219.51,83.4,1
Wheat,41.54,20.61,275.6,76.71,0
Rice,27.9,35.7,48.12,57.19,1
Cotton,39.31,31.89,157.72,39.33,1
Maize,27.22,32.3,126.55,60.99,0
Wheat,31.04,37.98,61.05,75.87,1
Cotton,30.9,22.93,114.11,67.65,1
Wheat,41.3,22.68,232.24,77.14,0
Wheat,56.8,15.21,150.76,54.47,1
Wheat,36.58,16.09,183.78,48.37,0
Cotton,50.72,33.12,144.99,87.85,0
Rice,40.44,28.54,170.09,49.9,0
Cotton,15.25,19.41,237.32,75.79,1
Rice,24.01,21.7,59.63,42.36,1
Soybean,37.57,31.04,59.38,73.66,1
Maize,57.42,21.2,137.75,83.82,1
Maize,41.25,15.1,187.61,48.89,0
Cotton,35.76,25.83,233.25,50.74,1
Maize,39.99,20.89,291.57,62.78,0
Maize,13.64,39.0,277.92,55.04,1
Wheat,56.19,28.36,42.81,35.1,1
Cotton,30.74,15.83,221.94,49.31,1
Soybean,43.09,23.75,244.82,46.99,1
Rice,15.67,33.1,235.69,81.41,0
Rice,15.38,21.1,205.39,51.13,0
Soybean,24.3,33.64,268.53,43.73,0
Soybean,49.83,17.21,219.22,60.26,1
Maize,34.94,30.4,80.8,78.98,0
Cotton,54.72,33.91,253.29,69.63,0
Maize,22.4,28.72,71.58,42.51,1
Wheat,47.57,21.3,22.72,59.25,1
Soybean,21.46,22.16,153.49,30.94,0
Maize,14.81,26.84,24.63,43.41,0
Cotton,33.78,38.72,286.21,55.6,0
Soybean,44.59,20.28,83.92,40.95,0
Wheat,26.59,27.33,65.39,31.56,0
Rice,45.09,21.27,113.52,40.24,1
Rice,34.14,36.13,96.07,67.42,1
Soybean,29.87,33.66,79.82,54.97,0
Cotton,54.23,31.32,128.21,86.37,1
Maize,54.02,17.64,13.9,30.33,1
Cotton,59.96,29.14,3.14,66.22,0
Maize,32.28,20.3,221.79,45.11,0
Wheat,10.39,30.91,140.02,76.14,1
Wheat,13.28,15.51,79.49,65.2,1
Maize,19.91,17.86,95.26,85.38,0
Cotton,16.27,30.94,129.65,57.41,0
Wheat,49.34,26.63,14.04,80.85,1
Wheat,43.56,23.9,106.94,76.3,0
Rice,49.29,37.46,271.66,42.71,0
Cotton,52.51,32.46,143.01,32.84,1
Maize,32.28,30.98,208.06,75.42,1
Maize,54.54,29.44,164.69,70.1,0
Rice,32.0,27.7,251.54,48.75,1
Rice,33.51,34.21,162.8,50.93,1
Wheat,26.69,37.25,17.9,57.54,1
Cotton,27.58,35.39,3.85,42.59,1
Cotton,43.39,21.15,82.94,54.91,1
Wheat,23.02,35.38,32.44,69.73,0
Rice,12.95,28.89,75.56,61.91,1
Cotton,17.08,31.52,115.89,81.66,1
Maize,43.17,17.87,26.13,37.33,1
Cotton,44.75,36.55,205.83,76.94,1
Soybean,31.81,29.87,34.91,72.17,0
Maize,19.93,39.68,167.18,42.77,1
Cotton,17.7,32.22,292.47,70.39,0
Soybean,35.23,34.37,21.67,70.78,1
Soybean,27.26,37.51,160.86,56.4,0
Maize,20.64,34.92,225.2,86.63,0
Maize,10.06,20.9,261.9,55.62,1
Rice,42.2,23.07,9.74,77.7,1
Rice,29.79,15.32,93.26,63.98,1
Soybean,34.97,22.69,112.73,71.31,0
Soybean,49.16,29.81,222.65,48.43,1
Maize,42.28,28.33,67.85,76.22,1
Soybean,53.15,19.09,15.62,65.62,1
Soybean,40.98,34.15,202.14,38.64,0
Wheat,56.48,17.3,173.35,62.87,1
Cotton,31.0,23.02,197.57,60.88,1
Rice,24.85,21.48,271.5,69.8,1
Rice,51.3,26.66,72.27,70.13,0
Maize,53.06,18.78,90.11,61.63,0
Maize,21.32,34.49,272.42,33.17,0
Wheat,31.89,28.33,193.29,71.53,1
Rice,22.04,18.4,99.49,64.45,0
Rice,33.11,38.85,82.46,77.87,0
Rice,49.32,22.49,2.11,71.46,0
Cotton,10.28,18.79,241.1,85.14,1
Cotton,18.52,37.6,19.55,50.11,1
Soybean,23.83,37.22,211.23,39.26,0
Soybean,14.97,26.24,180.63,79.04,0
Wheat,23.73,28.08,146.22,66.48,0
Maize,11.35,35.8,141.24,63.62,1
Soybean,36.6,19.05,44.33,73.97,1
Soybean,24.07,36.19,31.21,52.86,1
Rice,24.29,17.36,178.09,71.51,0
Soybean,30.97,39.64,57.64,62.15,0
Soybean,35.1,28.14,116.31,55.2,1
Rice,32.62,38.37,81.84,70.0,1
Rice,40.63,34.77,209.3,82.0,0
Cotton,54.99,35.23,266.03,86.82,0
Rice,40.67,22.62,228.75,33.04,0
Soybean,15.37,39.59,189.58,77.04,0
Maize,34.75,21.24,255.59,36.73,1
Rice,42.26,23.77,189.7,81.76,1
Soybean,27.26,37.51,160.86,56.4,0
Cotton,26.04,25.05,101.73,86.33,1
Maize,25.33,22.72,30.56,88.8,0
Rice,58.9,39.57,130.11,48.53,0
Cotton,18.15,29.43,65.33,80.31,1
Cotton,49.15,19.82,272.3,61.92,0
Soybean,19.18,17.16,252.32,34.96,0
Soybean,55.28,39.23,287.51,40.84,0
Maize,21.23,35.53,186.2,37.7,0
Wheat,28.16,22.54,18.63,76.48,1
Cotton,46.71,35.69,112.05,31.34,0
Cotton,25.66,17.64,101.74,52.95,0
Cotton,15.08,26.29,115.05,36.15,0
Soybean,22.41,27.82,89.69,30.47,0
Maize,15.9,38.17,131.9,49.75,1
Wheat,25.84,16.55,254.33,72.55,0
Wheat,13.41,35.34,34.91,32.71,0
Rice,14.31,37.81,191.92,68.81,0
Rice,49.32,22.49,2.11,71.46,0
Maize,32.28,30.98,208.06,75.42,1
Cotton,42.89,32.67,199.36,65.09,0
Cotton,37.08,28.58,237.97,74.8,0
Rice,38.63,22.3,233.66,48.56,0
Maize,22.47,30.29,184.92,65.97,0
Maize,56.58,31.62,155.12,67.4,0
Wheat,37.26,31.84,12.69,77.23,1
Wheat,41.04,24.95,50.79,58.4,1
Rice,45.26,31.16,80.07,83.02,0
Maize,31.11,26.61,146.73,60.25,1
Maize,12.79,24.14,3.6,60.17,0
Cotton,10.63,30.03,190.4,51.53,0
Rice,52.89,21.69,72.41,33.88,0
Wheat,53.45,34.53,186.95,36.78,0
Wheat,25.44,25.65,68.72,71.14,1
Wheat,29.62,24.93,223.15,44.8,0
Rice,39.18,29.9,53.22,81.04,1
Cotton,42.89,32.67,199.36,65.09,0
Soybean,48.82,36.46,40.79,35.17,0
Maize,39.99,20.89,291.57,62.78,0
Wheat,41.0,30.69,143.84,59.2,1
Wheat,57.83,35.59,182.73,48.36,0
Maize,40.47,32.87,131.72,48.88,0
Wheat,52.53,31.07,148.09,37.98,0
Maize,13.71,37.05,35.79,57.52,1
Maize,23.44,27.99,133.19,55.6,1
Wheat,28.16,22.54,18.63,76.48,1
Maize,31.07,38.01,244.12,66.98,1
Cotton,26.46,16.54,151.79,70.74,0
Maize,29.41,23.14,254.26,51.54,1
Rice,22.04,25.96,50.4,37.46,0
Cotton,41.73,19.67,143.35,52.36,1
Maize,37.32,20.78,166.16,49.55,1
Soybean,56.77,36.08,76.73,75.16,1
Wheat,45.87,29.03,278.02,89.98,1
Rice,39.83,25.69,256.2,79.49,0
Maize,47.47,19.5,30.5,47.84,0
Soybean,38.31,33.7,152.84,37.91,0
Wheat,46.83,15.98,147.13,78.11,1
Cotton,31.04,38.7,191.98,71.54,0
Maize,31.56,33.36,27.62,61.64,1
Cotton,42.89,32.67,199.36,65.09,0
Maize,24.79,34.74,286.59,55.62,0
Wheat,41.68,37.23,247.0,63.9,0
Cotton,18.46,29.2,219.64,82.79,1
Maize,39.99,20.89,291.57,62.78,0
Maize,13.33,15.0,211.39,59.52,0
Cotton,58.06,34.44,62.64,88.49,0
Rice,49.86,23.53,237.13,77.7,0
Soybean,32.31,37.39,64.13,41.93,1
Cotton,44.58,29.02,118.29,88.4,1
Cotton,31.6,36.76,241.92,84.88,0
Maize,44.32,22.08,15.54,34.96,0
Wheat,46.59,28.18,274.06,88.15,1
Soybean,46.54,31.68,278.92,38.44,1
Wheat,37.24,30.98,75.63,79.9,0
Wheat,27.48,25.29,63.46,57.63,0
Rice,18.31,40.0,67.17,46.7,1
Rice,53.93,22.8,115.37,31.21,1
Maize,10.48,16.69,174.07,57.34,0
Cotton,15.08,38.16,160.67,41.22,0
Rice,45.38,17.78,282.89,80.74,1
Rice,39.29,17.54,251.08,63.51,0
Maize,16.45,30.03,9.36,88.02,0
Cotton,12.45,35.21,246.16,79.34,0
Soybean,19.21,34.98,96.3,51.06,0
Wheat,50.52,20.91,123.02,52.88,1
Wheat,32.25,19.21,75.54,41.93,1
Soybean,15.19,36.48,297.02,83.11,0
Soybean,47.69,39.7,210.43,53.18,1
Soybean,40.96,22.92,126.37,58.02,0
Cotton,11.65,25.65,130.75,75.81,0
Cotton,45.34,19.61,188.73,53.78,0
Rice,14.51,19.43,133.98,89.54,1
Soybean,34.08,39.9,109.31,68.48,1
Soybean,12.92,22.7,159.17,34.16,0
Maize,13.26,33.82,29.08,63.8,1
Soybean,19.08,29.39,101.63,69.07,0
Rice,49.02,25.06,147.31,55.23,0
Maize,43.4,36.09,249.03,62.28,0
Wheat,20.02,15.04,221.03,85.92,1
Soybean,55.4,32.44,95.81,33.71,0
Maize,35.12,27.73,19.9,74.05,0
Rice,12.72,15.24,243.95,38.16,1
Wheat,44.35,31.23,44.16,41.83,0
Soybean,11.91,20.34,64.04,84.94,1
Wheat,35.87,30.21,174.57,89.71,0
Wheat,22.66,33.43,173.94,89.18,0
Soybean,37.31,18.85,186.6,72.6,0
Cotton,13.29,37.08,25.91,55.48,0
Soybean,25.8,27.38,19.93,88.27,1
Maize,14.6,24.35,129.58,60.74,0
Maize,35.48,35.72,57.93,50.13,1
Wheat,38.64,24.82,39.63,36.3,0
Rice,57.26,24.4,4.96,68.52,1
Wheat,56.91,17.31,201.01,70.82,1
Wheat,26.61,16.28,127.94,62.22,1
Wheat,41.82,17.81,45.39,72.14,0
Rice,11.33,15.75,78.27,43.1,0
Soybean,45.19,23.25,24.03,35.37,0
Maize,44.62,28.63,18.6,38.27,0
Cotton,17.12,25.19,120.37,47.82,0
Cotton,37.04,23.94,146.14,84.64,1
Soybean,30.14,31.49,115.06,32.81,0
Rice,30.78,26.96,159.11,39.0,0
Soybean,27.11,35.26,152.86,45.52,1
Soybean,57.36,38.2,117.07,52.66,0
Maize,58.08,29.52,18.48,66.82,0
Wheat,28.07,35.36,65.63,65.88,0
Wheat,13.1,39.1,183.51,40.3,1
Rice,50.9,30.0,267.14,51.03,1
Wheat,28.99,35.35,2.53,46.33,1
Cotton,24.31,32.57,253.76,52.23,0
Rice,41.89,19.65,298.81,73.13,1
Rice,32.41,25.24,87.25,73.64,1
Maize,14.86,32.03,261.36,69.79,0
Maize,42.4,16.36,93.23,51.85,0
Wheat,18.86,15.48,195.78,44.44,0
Maize,35.48,35.72,57.93,50.13,1
Soybean,46.51,21.33,256.43,47.51,1
Soybean,21.53,23.69,186.11,40.76,0
Maize,30.4,31.44,189.48,32.95,0
Soybean,30.85,29.96,212.53,46.26,0
Maize,32.28,20.3,221.79,45.11,0
Rice,54.3,34.76,196.02,84.65,1
Wheat,25.54,25.89,120.97,67.84,1
Rice,25.42,24.14,192.72,37.57,1
Cotton,33.11,26.13,261.11,55.51,0
Rice,28.33,36.89,6.85,33.99,1
Maize,54.58,34.21,106.97,66.21,0
Maize,16.29,27.9,250.89,32.53,0
Soybean,13.49,19.74,188.49,78.81,1
Soybean,46.55,39.06,230.31,35.47,1
Maize,10.06,20.9,261.9,55.62,1
Wheat,46.23,23.87,138.71,49.06,0
Wheat,55.98,36.95,157.4,48.7,0
Rice,59.94,16.84,125.97,82.16,0
Cotton,39.17,36.13,94.17,45.61,0
Rice,13.48,33.02,114.04,65.32,1
Rice,41.89,19.65,298.81,73.13,1
Soybean,48.12,21.84,267.1,85.44,1
Wheat,40.97,19.0,19.27,40.6,0
Wheat,49.45,35.35,137.91,69.85,1
Cotton,48.16,34.26,17.37,52.35,1
Rice,22.05,38.21,155.88,74.17,1
Wheat,21.98,29.48,0.85,70.66,1
Maize,20.09,37.34,252.0,72.52,0
Cotton,42.06,39.76,171.15,35.96,0
Cotton,29.72,20.48,126.87,50.3,0
Wheat,23.73,28.08,146.22,66.48,0
Rice,40.63,34.77,209.3,82.0,0
Wheat,30.35,21.26,77.46,70.86,0
Cotton,42.67,22.41,167.58,48.18,1
Rice,56.55,16.63,103.44,45.47,1
Soybean,17.79,39.04,80.59,53.13,0
Soybean,46.78,19.09,7.51,33.12,0
Rice,54.37,19.87,238.97,52.14,0
Rice,48.32,32.2,244.55,52.35,0
Wheat,40.88,36.5,121.64,80.38,0
Maize,56.58,31.62,155.12,67.4,0
Maize,36.76,19.97,276.21,57.4,0
Wheat,25.84,16.55,254.33,72.55,0
Wheat,57.76,27.19,162.35,61.64,0
Maize,45.5,15.82,37.27,55.01,0
Soybean,21.25,25.72,53.77,70.22,0
Cotton,37.15,38.72,40.84,37.74,0
Soybean,24.24,37.89,238.76,55.77,0
Wheat,50.81,17.19,147.0,65.93,1
Wheat,30.23,39.59,291.51,60.74,1
Cotton,52.31,38.93,250.41,40.09,0
Rice,39.83,25.69,256.2,79.49,0
Maize,31.87,19.65,154.49,75.61,1
Rice,55.56,30.1,231.13,75.67,1
Maize,53.67,39.73,269.66,47.32,0
Soybean,13.93,24.74,53.85,34.05,0
Maize,18.55,24.38,175.1,69.41,0
Wheat,19.21,22.66,108.27,69.08,1
Soybean,25.92,23.1,66.82,53.06,1
Cotton,25.1,27.65,23.36,53.4,0
Wheat,49.7,20.37,145.76,37.37,1
Cotton,28.25,16.12,74.76,70.61,1
Rice,30.76,17.83,175.13,41.86,1
Wheat,14.79,23.9,62.22,76.1,1
